critic,fresh,imdb,publication,quote,review_date,rtid,title
Variety Staff,fresh,96734,Variety,Director Joe Dante funnels his decidedly cracked view of suburban life through dark humour in The 'Burbs.,2009-03-26,1835,The 'burbs
Geoff Andrew,fresh,96734,Time Out,"Characteristically, Dante's nonchalant attitude towards plot structure makes for erratic pacing (the last half hour does flag), but that's part and parcel of his breathless, anarchic style.",2006-02-09,1835,The 'burbs
Vincent Canby,rotten,96734,New York Times,The Burbs is a big unfurnished movie about some very small characters living in a suburbia that is consciously designed to look like sit-com land.,2004-08-30,1835,The 'burbs
Roger Ebert,rotten,96734,Chicago Sun-Times,A long shaggy dog story.,2001-10-24,1835,The 'burbs
Desson Thomson,rotten,96734,Washington Post,"Although it initially flares up on high-concept firewood, this caper about nasty neighbors and curious klutzes gradually dies down into isolated crackles, sputters and phuts.",2000-01-01,1835,The 'burbs
Hal Hinson,rotten,96734,Washington Post,"Why is it not funny? It's just not. Not remotely, momentarily, intermittently or otherwise funny.",2000-01-01,1835,The 'burbs
Jonathan Rosenbaum,fresh,96734,Chicago Reader,"This isn't a major Dante effort, but his ability to make a good-natured satire that allows an audience to read it several ways at once is as strong as ever, and many of the sidelong genre notations are especially funny.",1989-01-01,1835,The 'burbs
Variety Staff,fresh,71910,Variety,"A strange, brooding tale.",2008-07-16,1837,Il portiere di notte
Dave Kehr,rotten,71910,Chicago Reader,"With a little application and imagination I suppose one might read themes of political and philosophical import into this work, but Cavani's style remains stupidly literal and gaga.",2008-07-16,1837,Il portiere di notte
,rotten,71910,Time Out,"Somewhere along the way, the film's handling of serious themes, and its attempts to examine the Nazi legacy in terms of repression and guilt, both sexual and political, get lost amid all the self-conscious decadence.",2006-01-26,1837,Il portiere di notte
Nora Sayre,rotten,71910,New York Times,The movie's visual virtues are negated by infinite absurdities -- particularly by the sentimentality with which the director views this luckless couple.,2005-05-09,1837,Il portiere di notte
Roger Ebert,rotten,71910,Chicago Sun-Times,"The Night Porter is as nasty as it is lubricious, a despicable attempt to titillate us by exploiting memories of persecution and suffering.",2004-10-23,1837,Il portiere di notte
Bruce McCabe,fresh,82736,Boston Globe,Istvan Szabo's Mephisto is brilliant metaphorical filmmaking containing one of the more memorable film-acting performances in recent years.,2018-04-27,1838,Mephisto
Richard Schickel,fresh,82736,TIME Magazine,"Few have dared what Brandauer accomplishes: showing us a good actor responding to the same neurotic drive for the center of the stage, the immortalizing role. His is a great performance, nothing less.",2008-07-28,1838,Mephisto
Dave Kehr,rotten,82736,Chicago Reader,"A disappointingly thin, conventional film.",2008-07-28,1838,Mephisto
Variety Staff,fresh,82736,Variety,"Hungaro pic shows extraordinary period flair for the Germany of the 1920s and '30s, balanced acting by a multinational cast, and exemplary direction.",2008-07-28,1838,Mephisto
,fresh,82736,Time Out,"A superbly modulated, fruitfully ambivalent central performance by Brandauer carries the emotional and intellectual weight of the political dilemma.",2006-06-24,1838,Mephisto
Roger Ebert,fresh,82736,Chicago Sun-Times,The actor is played by Klaus Maria Brandauer in one of the greatest movie performances I've ever seen.,2004-10-23,1838,Mephisto
Janet Maslin,rotten,82736,New York Times,"Mephisto seems somewhat remote, without all the urgency of which Mr. Szabo has shown himself capable.",2004-08-30,1838,Mephisto
Derek Malcolm,fresh,90756,Guardian,"Love it or hate it, see it you must.",2020-04-09,1839,Blue Velvet
David Jenkins,fresh,90756,Little White Lies,Every viewing yields new insights. A berserko modern classic.,2016-12-02,1839,Blue Velvet
Peter Bradshaw,fresh,90756,Guardian,The film releases a toxic narcosis of fear.,2016-12-01,1839,Blue Velvet
Melissa Anderson,fresh,90756,Village Voice,"Three decades after its initial release, David Lynch's Blue Velvet has lost none of its power to derange, terrify, and exhilarate.",2016-03-22,1839,Blue Velvet
Pauline Kael,fresh,90756,New Yorker,"The charged erotic atmosphere makes the film something of a hallucination, but Lynch's humor keeps breaking through, too.",2015-03-15,1839,Blue Velvet
Sheila Benson,fresh,90756,Los Angeles Times,"Shocking, visionary, rapturously controlled, its images of innocence and a dark, bruising sexuality drop straight into our unconscious where they rest like depth charges.",2014-11-14,1839,Blue Velvet
Gene Siskel,fresh,90756,Chicago Tribune,"[A] powerful, mesmerizing thriller, a masterful exercise in controlling an audience`s attention.",2014-11-14,1839,Blue Velvet
Carrie Rickey,fresh,90756,Philadelphia Inquirer,"Lush and peculiar Blue Velvet, the latest film from the mind that spawned Eraserhead, is an unnerving combination of the wholesome and the unholy.",2014-11-14,1839,Blue Velvet
Jay Boyar,fresh,90756,Orlando Sentinel,"Destined to become a cult classic, Blue Velvet presents what is probably the most original cinematic vision to come along this year. Undoubtedly, it will be too strong for many tastes.",2014-11-14,1839,Blue Velvet
Richard Corliss,fresh,90756,TIME Magazine,"Lynch and his film will surely be reviled, but as an experiment in expanding cinema's dramatic and technical vocabulary, Blue Velvet demands respect.",2014-11-14,1839,Blue Velvet
Pat Graham,fresh,90756,Chicago Reader,"The film casts its spell in countless odd ways, in the archetype-leaning imagery, eccentric tableau styling, and moth-in-candle-flame attraction to the subconscious twilight.",2014-11-14,1839,Blue Velvet
Dave Kehr,fresh,90756,Chicago Tribune,"Blue Velvet is a throughly unpredictable, frequently disturbing and sometimes jaw-droppingly funny film. There isn't anything else quite like it, and it's pretty wonderful.",2014-11-14,1839,Blue Velvet
Variety Staff,fresh,90756,Variety,The modest proportions of the film are just right for the writer-director's desire to investigate the inexplicable demons that drive people to deviate from expected norms of behavior and thought.,2008-05-28,1839,Blue Velvet
Geoff Andrew,fresh,90756,Time Out,"The seamless blending of beauty and horror is remarkable, the terror very real, and the sheer wealth of imagination virtually unequalled in recent cinema.",2006-06-24,1839,Blue Velvet
Janet Maslin,fresh,90756,New York Times,"Kinkiness is its salient quality, but Blue Velvet has deadpan humor too, as well as a straight-arrow side that makes its eccentricity all the crazier. There's no mistaking the exhilarating fact that it's one of a kind.",2003-05-20,1839,Blue Velvet
James Berardinelli,fresh,90756,ReelViews,"Blue Velvet is David Lynch in peak form, and represents (to date) his most accomplished motion picture. It is a work of fascinating scope and power that rivals any of the most subversive films to reach the screens during the '80s.",2002-12-23,1839,Blue Velvet
Michael Wilmington,fresh,90756,Chicago Tribune,[A] finely wrought tale of erotic horror and secret evil.,2002-06-05,1839,Blue Velvet
Jamie Russell,fresh,90756,BBC.com,It's the only one of Lynch's works to marry his nightmarish concerns to a story that (very nearly) makes sense.,2001-12-10,1839,Blue Velvet
Roger Ebert,rotten,90756,Chicago Sun-Times,It made me feel pity for the actors who worked in it and anger at the director for taking liberties with them.,2000-01-01,1839,Blue Velvet
John Hartl,fresh,90756,Film.com,Not quite like any other thriller or erotic mystery you've ever seen.,2000-01-01,1839,Blue Velvet
Rita Kempley,fresh,89385,Washington Post,"It's a typical animal adventure, stripped of its guts by an enfeebling if commendable effort to shield young viewers from violence and death.",2020-03-31,1840,The Journey of Natty Gann
Sheila Benson,rotten,89385,Los Angeles Times,The real missing element is heart.,2020-03-31,1840,The Journey of Natty Gann
Gene Siskel,fresh,89385,Chicago Tribune,"Of course we all know what ''Natty Gann'' is leading up to, but it`s a testament to the landscape and to the freshness of Salenger that getting there is such a joy.",2020-03-31,1840,The Journey of Natty Gann
Richard Schickel,fresh,89385,TIME Magazine,For the truth is that Natty Gann is a very good movie by anyone's standards.,2020-03-31,1840,The Journey of Natty Gann
Bob Thomas,fresh,89385,Associated Press,How sweet it is for a reviewer to encounter an unheralded film that gladdens the heart and replenishes the soul The Journey of Natty Gann is one of that rare species It is a well nigh perfect film.,2020-03-30,1840,The Journey of Natty Gann
Geoff Brown,fresh,89385,Times (UK),"Despite the script's simplicities and some over-lacquered photography from Dick Bush, enough warmth and sincerity remain to make this one of Disney's best family offerings for some time.",2020-03-30,1840,The Journey of Natty Gann
Jay Boyar,fresh,89385,Orlando Sentinel,"[Jeremy Kagan] keeps the pacing brisk, and if he doesn't make as emotional a picture as someone else might have, The Journey of Natty Gann has a quiet dignity.",2020-03-30,1840,The Journey of Natty Gann
Paul Attanasio,fresh,89385,Washington Post,"Beautifully photographed and designed, evocatively scored, it's a pleasantly archaic family entertainment in the Disney tradition.",2018-01-03,1840,The Journey of Natty Gann
Variety Staff,fresh,89385,Variety,Director Jeremy Paul Kagan extracts an engaging performance from Meredith Salenger as the heroine.,2009-03-26,1840,The Journey of Natty Gann
Don Peretta,fresh,89385,Time Out,"There's a real sense of period, even if the film does occasionally become over-sentimental.",2006-02-09,1840,The Journey of Natty Gann
Janet Maslin,fresh,89385,New York Times,"As Wolf, a dog named Jed gives a forthright and believable performance. Miss Salenger, for her part, gives one, too, and she carries the movie nicely.",2004-08-30,1840,The Journey of Natty Gann
Dave Kehr,fresh,89385,Chicago Reader,It's nice to see a Disney film that follows the rules of the family-film genre as Walt laid them down.,2000-01-01,1840,The Journey of Natty Gann
Anil Sinanan,rotten,1034449,Time Out,Not an unmitigated disaster but the absurd shootout climax pushes it into stock escapist revenge masala fare.,2017-10-21,1841,Kidnap
Dave Kehr,fresh,48280,Chicago Tribune,"The quintessential American love story -- the one between the spoiled heiress and the spontaneous, fun-loving guy from the wrong side of the tracks -- has seldom been more elegantly and entertainingly told.",2018-09-24,1842,Lady and the Tramp
,rotten,48280,TIME Magazine,Walt Disney has for so long parlayed gooey sentiment and stark horror into profitable cartoons that most moviegoers are apt to be more surprised than disappointed to discover that the combination somehow does not work this time.,2008-09-01,1842,Lady and the Tramp
Variety Staff,fresh,48280,Variety,The wider canvas and extra detail work reportedly meant an additional 30% in negative cost. It was a sound investment.,2008-06-02,1842,Lady and the Tramp
